Charleton,13,female,Bernese Mountain Dog,18/01/2018,20/01/2018,gray,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT20 3PD
Caril,17,female,Dalmatian,22/02/2018,26/02/2018,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT47 3AY
Desmond,13,female,Lowchen,20/01/2018,28/12/2017,black and brown,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT50 4UM
Ancelin,15,male,Bull Terrier,23/11/2017,28/12/2017,black and brown,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT35 6MX
Donegan,7,male,Welsh Corgi (Cardigan),21/03/2018,27/03/2018,brown and white,short,large,no,yes,yes,yes,yes,yes,yes,flat,BT16 3LR
Bulley,17,female,Rhodesian Ridgeback,12/12/2016,12/03/2018,tricolor,short,small,yes,yes,yes,yes,yes,yes,yes,flat,BT75 8NE
Dewey,14,female,Bull Terrier Miniature,20/02/2018,20/02/2018,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT36 9RW
Condon,15,female,Australian Kelpie,24/12/2017,12/01/2018,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT7 8AD
Fiora,6,male,Samoyed,13/01/2018,13/01/2018,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT27 2DQ
Garfinkel,2,female,Australian Silky Terrier,27/01/2018,14/01/2018,black and white,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT29 3AX
Edrei,9,female,Australian Cattle Dog,28/02/2018,02/04/2018,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT53 1PT
Helene,11,female,Ibizan Hound,24/03/2018,16/02/2018,white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 1CR
Cuttler,10,female,German Short-Haired Pointer,03/11/2017,28/12/2017,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT6 5HE
Candis,7,male,Maremma Sheepdog,09/12/2017,16/11/2017,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT24 5IO
Henni,2,male,Bull Terrier,21/09/2017,24/09/2017,gray and black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 9ZS
Mort,6,male,Bullmastiff,20/05/2017,26/10/2017,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 4SH
Cheadle,18,female,Dachshund (Miniature Long Haired),24/11/2017,24/11/2017,apricot,short,large,yes,yes,yes,yes,yes,yes,yes,flat,BT39 5UJ
Potash,13,male,Australian Cattle Dog,26/09/2017,27/09/2017,sable,short,medium,yes,yes,yes,yes,no,no,yes,garden,BT2 9GD
Faina,14,male,German Short-Haired Pointer,30/06/2017,23/12/2017,black,short,medium,yes,yes,yes,yes,no,no,yes,both flat and garden,BT4 9DX
Humphrey,12,female,Australian Shepherd Dog,01/12/2017,18/12/2017,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT3 5SF
Dric,5,male,Clumber Spaniel,10/09/2017,09/12/2017,apricot,short,large,yes,no,yes,yes,yes,yes,no,flat,BT77 2BW
Obau,15,male,Maremma Sheepdog,28/10/2017,23/10/2017,brown,short,medium,yes,no,yes,yes,yes,yes,no,garden,BT35 3GO
Coplin,2,male,Lhaso Apso,30/12/2017,28/12/2017,black and white,short,medium,yes,no,yes,yes,yes,yes,no,garden,BT37 6EE
Howey,13,female,Chihuahua (Smooth Coat),11/12/2017,17/12/2017,black,medium,medium,yes,no,yes,no,yes,yes,no,both flat and garden,BT30 5CI
Kelila,6,male,Hungarian Wire-Haired Vizsla,01/10/2017,15/10/2017,black,wirehaired,small,no,no,no,no,yes,yes,no,garden,BT46 7ID
Emanuel,12,female,Whippet,29/07/2017,02/10/2017,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 7WW
Fidellia,7,female,Papillon,16/12/2017,23/10/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT2 7SL
Seraphina,11,female,German Wire-Haired Pointer,15/10/2017,19/10/2017,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT49 8UK
Lefton,16,female,Field Spaniel,06/10/2017,31/10/2017,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT62 5KG
Nay,2,female,German Shepherd Dog,06/12/2017,08/12/2017,tricolor,short,small,yes,yes,yes,yes,yes,yes,yes,flat,BT4 8AU
Olathe,15,female,King Charles Spaniel,06/12/2017,08/12/2017,tricolor,short,small,yes,yes,yes,yes,yes,yes,yes,flat,BT75 6KB
Taveda,12,female,Manchester Terrier,15/09/2017,08/10/2017,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT4 3MT
Banquer,11,male,Welsh Corgi (Pembroke),30/11/2017,07/12/2017,brown,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT23 2CY
Greenfield,8,male,Pharaoh Hound,29/05/2016,29/07/2017,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT19 4MU
Horgan,13,male,Yorkshire Terrier,10/07/2017,17/07/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT22 5FB
Renfred,15,male,Belgian Shepherd Dog Malinois,29/08/2017,08/09/2017,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT17 1TC
Simonne,16,female,Field Spaniel,01/06/2017,20/07/2017,white,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT4 1NU
Mahala,2,female,Welsh Corgi (Pembroke),03/09/2017,17/09/2017,saddle back,short,medium,no,yes,yes,yes,yes,yes,yes,garden,BT54 3WT
Koenraad,4,female,Ibizan Hound,10/05/2016,11/08/2017,striped,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT19 2WR
Virgilio,2,male,Fox Terrier Wire Coat,24/04/2017,31/07/2017,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT61 7DC
Osrick,9,male,Manchester Terrier,15/08/2017,22/07/2017,tricolor,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 2TX
Maro,10,male,Skye Terrier,04/09/2017,22/09/2017,black and white,short,large,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT5 3FL
Alina,16,male,St Bernard,31/08/2017,31/08/2017,striped,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT21 5LE
Irma,2,male,Old English Sheepdog,22/02/2017,29/08/2017,gray and black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT31 3YD
Drugge,5,male,Scottish Terrier,01/06/2017,20/07/2017,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 5OI
Yuji,16,male,Dachshund (Miniature Long Haired),20/04/2016,29/07/2017,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT58 7FS
Kistner,16,male,Old English Sheepdog,22/01/2017,29/07/2017,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT8 6KG
Winsor,18,male,Portuguese Water Dog,14/07/2017,08/08/2017,yellow-brown,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT8 5HQ
Rich,5,female,King Charles Spaniel,01/05/2016,04/09/2017,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT48 1CM
Estel,14,male,Welsh Corgi (Pembroke),20/07/2017,29/08/2017,black and brown,medium,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT60 4XI
Acus,4,male,Schnauzer Standard,14/06/2017,07/09/2017,black and tan,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT11 6EE
Bridgid,10,female,Bull Terrier,01/06/2017,20/07/2017,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT47 9NO
Grishilde,7,male,Bernese Mountain Dog,29/04/2017,31/07/2017,black and white,short,large,yes,no,yes,yes,yes,yes,no,both flat and garden,BT17 8LJ
Ress,17,male,Flat-Coated Retriever,16/05/2017,24/05/2017,black and white,short,medium,yes,no,yes,yes,yes,yes,no,both flat and garden,BT34 6GR
Gluck,12,female,Pomeranian,17/09/2016,30/03/2017,brown,short,large,yes,no,yes,yes,yes,yes,no,both flat and garden,BT13 7SQ
Garvin,2,female,Pointer,30/03/2017,30/03/2017,black and brown,medium,medium,no,no,yes,yes,yes,yes,no,both flat and garden,BT80 3GU
Merriman,8,male,Keeshond,19/04/2017,19/04/2017,black and white,short,small,no,no,yes,yes,yes,yes,no,both flat and garden,BT30 7QH
Opaline,13,female,Hungarian Vizsla,07/07/2017,06/07/2017,black and brown,short,small,yes,no,yes,yes,yes,yes,no,flat,BT9 1EH
Ulises,11,male,Dachshund (Miniature Long Haired),10/04/2017,13/04/2017,apricot,short,medium,yes,no,yes,yes,no,no,no,both flat and garden,BT80 6CH
Decamp,17,female,American Staffordshire Bull Terrier,29/04/2017,31/03/2017,black and white,short,medium,yes,no,yes,yes,yes,yes,no,garden,BT9 9UM
Coy,3,female,Maltese,29/07/2017,04/07/2017,black and brown,wirehaired,medium,yes,no,yes,yes,yes,yes,no,flat,BT54 8TC
Takakura,10,male,Rottweiler,09/06/2017,13/06/2017,red,short,medium,no,no,yes,yes,yes,yes,no,both flat and garden,BT23 5OM
Prud,1,female,Bull Terrier,25/04/2017,20/05/2017,black,long,medium,no,no,yes,yes,yes,yes,no,both flat and garden,BT9 4BU
Uuge,11,female,Yorkshire Terrier,17/03/2017,01/04/2017,wild boar,short,large,yes,no,yes,yes,yes,yes,no,both flat and garden,BT50 2RQ
Magee,15,female,German Shepherd Dog,01/07/2017,17/06/2017,black and white,short,medium,yes,no,yes,no,no,no,no,flat,BT30 8SP
Gleeson,9,male,Keeshond,30/03/2017,14/04/2017,black,medium,large,no,no,yes,no,no,no,no,garden,BT35 1IB
Milton,1,female,Bearded Collie,21/03/2017,02/04/2017,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT58 6WS
Waylen,17,female,Labrador Retriever,22/04/2017,25/04/2017,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT46 8HK
Tedie,11,female,Curly-Coated Retriever,30/03/2017,30/03/2017,yellow-brown,medium,small,no,yes,yes,yes,yes,yes,yes,flat,BT2 1SX
Beore,12,female,Rottweiler,30/03/2017,30/03/2017,brown,medium,small,no,yes,yes,yes,yes,yes,yes,flat,BT78 9BG
Starinsky,12,female,Irish Wolfhound,30/03/2017,30/03/2017,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT46 8QZ
Marcie,12,male,Bouvier des Flandres,22/06/2017,09/07/2017,striped,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 4TN
Kissiah,1,male,Pomeranian,07/07/2017,06/07/2017,sable,short,medium,no,yes,yes,yes,yes,yes,yes,flat,BT80 7MH
Rockwell,2,male,Australian Cattle Dog,30/03/2017,30/03/2017,black,short,small,yes,yes,yes,yes,yes,yes,yes,flat,BT73 8PD
Dry,12,male,Cavalier King Charles Spaniel,21/03/2017,22/03/2017,yellow-brown,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT45 3HW
Tsan,8,male,Sloughi,20/02/2017,10/03/2017,apricot,short,large,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT27 2RC
Mathilde,8,male,Dobermann,04/03/2017,03/03/2017,sable,medium,large,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT33 7GW
Loar,4,male,Hungarian Wire-Haired Vizsla,15/01/2017,10/03/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT14 4LU
Yoko,16,male,English Toy Terrier (Black & Tan),30/03/2017,30/03/2017,black and white,short,medium,no,yes,yes,yes,yes,yes,yes,flat,BT44 6CS
Sheets,14,female,Nova Scotia Duck Tolling Retriever,25/03/2017,26/03/2017,white,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 3HD
Hoisch,14,female,Bull Terrier,30/03/2017,30/03/2017,brown,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT53 1LF
Tobye,12,male,Newfoundland,10/03/2017,29/03/2017,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT51 5FQ
Sousa,9,male,Schipperke,30/03/2017,30/03/2017,gray and white,medium,small,no,yes,yes,yes,yes,yes,yes,flat,BT18 2NI
Linda,5,male,Mastiff,21/03/2017,22/03/2017,yellow,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT47 7ET
Fitzpatrick,1,female,Weimaraner,13/12/2016,10/03/2017,black,medium,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT35 2AN
Felipe,10,male,Belgian Shepherd Dog Groenendael,01/11/2016,10/03/2017,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT38 4JA
Saraiya,9,male,Harrier Hound,21/03/2017,22/03/2017,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT36 9KT
Tarra,14,female,English Toy Terrier (Black & Tan),11/03/2017,11/03/2017,sable,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT27 6ID
Dominique,14,female,Manchester Terrier,10/03/2017,04/03/2017,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT45 3OO
Parry,7,male,Australian Kelpie,21/03/2017,22/03/2017,black and tan,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT10 9JT
Siblee,8,male,King Charles Spaniel,21/03/2017,22/03/2017,red and white,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT55 2ID
Gerome,7,female,English Springer Spaniel,10/03/2017,04/03/2017,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT81 5IN
Rimola,11,male,Tibetan Terrier,10/03/2017,29/03/2017,yellow,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT52 4KO
Mulderig,7,male,Welsh Springer Spaniel,18/11/2016,10/02/2017,black,long,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT4 5OW
Cartie,12,male,Keeshond,14/02/2017,21/02/2017,striped,short,medium,no,yes,yes,yes,yes,yes,yes,garden,BT57 8HT
Marney,9,male,Boston Terrier,05/02/2017,21/02/2017,red,medium,large,no,yes,yes,yes,yes,yes,yes,garden,BT8 5XL
Romie,2,male,Hungarian Wire-Haired Vizsla,19/02/2017,21/02/2017,yellow-brown,short,large,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT77 8EK
Onstad,1,female,Maremma Sheepdog,01/03/2016,21/02/2017,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT5 3BM
Cartan,17,female,Japanese Akita,03/02/2017,21/02/2017,white,medium,large,yes,yes,yes,yes,yes,yes,yes,garden,BT59 1KA
Gombosi,3,male,Airedale Terrier,19/02/2017,21/02/2017,black and tan,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT9 8WY
Bronez,18,female,Cairn Terrier,05/02/2017,21/02/2017,red,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT14 4UX
Sausa,5,male,St Bernard,05/02/2017,21/02/2017,brown,long,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 8JI
Christalle,1,female,Affenpinscher,12/02/2017,21/02/2017,gray and white,long,small,yes,yes,yes,yes,yes,yes,yes,flat,BT28 3GX
Mar,15,male,Manchester Terrier,05/02/2017,21/02/2017,saddle back,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT54 1BZ
Hutchison,6,female,Sussex Spaniel,15/02/2017,26/02/2017,tricolor,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT33 6DQ
Blaire,15,male,Maltese,04/02/2017,04/02/2017,brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT2 8RU
Donavon,1,male,Manchester Terrier,29/01/2017,29/01/2017,apricot,long,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT52 9TS
Westfahl,8,female,Belgian Shepherd Dog Groenendael,02/03/2017,02/03/2017,black,medium,small,yes,yes,yes,yes,yes,yes,yes,flat,BT45 5TR
Edmonda,7,male,Rhodesian Ridgeback,10/11/2016,21/02/2017,white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT70 6HO
Burra,1,male,West Highland White Terrier,01/08/2015,21/02/2017,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT51 9WJ
Dibbrun,14,male,Australian Shepherd Dog,10/02/2017,10/02/2017,yellow-brown,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT57 9AS
Eleph,11,female,Hungarian Vizsla,01/04/2017,02/03/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT44 7UQ
Irita,13,male,Welsh Terrier,14/02/2017,21/02/2017,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT79 5PD
Zavras,9,male,Irish Terrier,01/01/2017,19/01/2017,black and white,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT36 3US
Sharma,18,male,Bloodhound,01/01/2017,27/01/2017,black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT11 6PJ
Roda,1,male,Boxer,03/01/2017,23/01/2017,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT67 7JK
Reni,1,male,Whippet,02/01/2017,09/01/2017,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT15 7EC
Paul,17,male,Curly-Coated Retriever,02/01/2017,08/01/2017,spotty,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,BT4 6EW
Ithaman,11,female,German Short-Haired Pointer,30/12/2016,03/01/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT13 3PD
Amaryl,17,male,Tenterfield Terrier,10/12/2016,14/11/2016,brown,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT53 7SN
Sudnor,7,male,Schipperke,02/01/2017,02/01/2017,wild boar,short,small,no,yes,yes,yes,yes,yes,yes,flat,BT74 7IH
Oneal,2,male,Chow Chow (Smooth),02/01/2017,02/01/2017,black and tan,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT78 7KE
Wyck,2,male,Bulldog,16/11/2016,18/11/2016,black and white,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT76 6ES
Sylvie,9,male,Brittany,11/02/2017,29/01/2017,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT25 9YX
Shedd,4,female,Belgian Shepherd Dog Groenendael,05/01/2017,20/01/2017,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT68 8RR
Idona,12,male,Dobermann,10/11/2016,27/11/2016,black and brown,medium,large,yes,yes,yes,yes,yes,yes,yes,garden,BT64 6DS
Laverne,10,female,Bernese Mountain Dog,01/02/2016,29/01/2017,black,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 8JO
Hali,4,male,Dobermann,11/12/2015,16/11/2016,yellow-brown,short,medium,no,no,yes,yes,yes,yes,yes,both flat and garden,BT63 6JJ
Woodring,2,male,Keeshond,01/05/2016,27/11/2016,black,short,large,yes,no,yes,yes,yes,yes,no,garden,BT56 4KY
Saeger,12,male,Yorkshire Terrier,15/12/2016,15/12/2016,black,medium,medium,yes,no,yes,yes,yes,yes,no,both flat and garden,BT51 4HB
Kerwin,7,male,Irish Water Spaniel,10/12/2016,24/12/2016,black,short,medium,no,no,yes,yes,yes,yes,no,both flat and garden,BT53 3IK
Binnings,16,female,Lakeland Terrier,10/11/2016,14/11/2016,tricolor,short,medium,yes,no,yes,yes,no,yes,no,garden,BT12 8AQ
Gregorio,10,female,Lakeland Terrier,20/11/2016,23/11/2016,golden,short,medium,yes,no,yes,yes,no,yes,no,both flat and garden,BT62 1RW
Beryle,1,male,Irish Terrier,27/05/2016,06/11/2016,white,short,large,yes,no,yes,yes,no,yes,no,both flat and garden,BT46 5TY
Worthington,17,male,Belgian Shepherd Dog Groenendael,29/10/2016,29/10/2016,black,medium,small,no,no,yes,yes,no,yes,no,both flat and garden,BT15 6NQ
Hew,10,male,Flat-Coated Retriever,09/11/2016,09/11/2016,black and white,short,small,no,no,yes,yes,yes,yes,no,flat,BT34 7FT
Longfellow,13,female,Schipperke,05/04/2016,12/11/2016,brown,short,medium,yes,no,yes,yes,yes,no,no,both flat and garden,BT51 7DQ
Clements,15,female,English Springer Spaniel,10/12/2016,26/10/2016,brown,medium,medium,yes,no,yes,yes,yes,yes,yes,both flat and garden,BT74 2YW
Anjanette,6,female,Greyhound,31/10/2016,11/11/2016,yellow-brown,medium,medium,no,no,yes,yes,yes,yes,yes,flat,BT77 5PU
Une,14,female,Mastiff,24/10/2016,31/10/2016,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT56 5MD
Dulcinea,14,male,Lhaso Apso,29/10/2016,29/10/2016,black,wirehaired,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT75 4CR
Pugh,13,female,Curly-Coated Retriever,10/11/2016,12/11/2016,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT2 3UW
Hermes,12,female,King Charles Spaniel,24/12/2016,26/10/2016,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT46 1BW
Finnigan,7,male,Great Dane,29/03/2014,14/10/2016,apricot,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT75 7EF
Caines,17,male,Papillon,14/10/2016,12/11/2016,yellow,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT41 1IV
Ruhl,12,female,Yorkshire Terrier,02/09/2015,12/11/2016,brown,short,large,yes,yes,yes,yes,yes,no,yes,both flat and garden,BT14 1XZ
Heng,3,male,Flat-Coated Retriever,09/03/2015,10/10/2016,sable,medium,large,yes,yes,yes,yes,yes,yes,yes,garden,BT71 1XJ
Ruder,10,female,Collie (Smooth),12/05/2016,10/10/2016,black and tan,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT31 6UH
Lexy,11,male,Poodle Miniature,16/08/2016,06/11/2016,yellow-brown,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT6 8WI
Verla,12,male,Irish Terrier,05/06/2016,06/11/2016,tricolor,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT57 5VG
Mount,10,male,Australian Kelpie,10/09/2008,11/10/2016,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT1 1ZW
Deer,5,female,Poodle Standard,03/08/2016,06/11/2016,black,short,large,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT44 4BN
Biernat,18,male,St Bernard,13/11/2016,13/11/2016,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT72 4KY
Marl,1,male,Collie (Smooth),13/05/2016,11/09/2016,black and tan,short,large,yes,yes,yes,yes,no,yes,yes,both flat and garden,BT80 9SM
Lili,14,female,Weimaraner,01/07/2016,07/10/2016,brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 2HB
Fritze,6,male,Dachshund (Miniature Wire Haired),13/09/2016,19/09/2016,black,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT72 3RH
Bor,4,female,Norwich Terrier,21/08/2016,31/08/2016,striped,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT33 1AQ
Flower,4,male,Lakeland Terrier,20/01/2016,21/08/2016,sable,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT62 6ZJ
Gemma,16,female,Skye Terrier,17/03/2016,23/08/2016,gray,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 1OR
Poirer,3,male,Chow Chow (Smooth),20/01/2016,21/08/2016,gray,wirehaired,large,yes,yes,yes,yes,yes,yes,yes,garden,BT42 7RI
Simonetta,5,female,Dandie Dinmont Terrier,18/08/2016,31/08/2016,gray and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT69 2CS
Deanna,8,male,Japanese Spitz,20/12/2015,21/08/2016,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT80 3ZW
Narine,14,male,Australian Terrier,17/03/2016,25/08/2016,black and tan,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT31 9RZ
Kary,9,female,Chow Chow (Smooth),01/05/2016,25/08/2016,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,BT35 5IO
Fortunia,16,male,Leonberger,01/03/2016,21/08/2016,gray,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT47 9QW
Meletius,3,male,Australian Kelpie,25/06/2016,25/08/2016,black,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT10 6KG
Medwin,11,female,Chesapeake Bay Retriever,01/03/2016,25/08/2016,yellow-brown,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT71 4QA
Burdelle,18,female,Ibizan Hound,29/07/2016,31/08/2016,yellow-brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT28 5UA
Holle,13,male,German Wire-Haired Pointer,19/08/2016,28/08/2016,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT71 1LM
Svetlana,5,female,Saluki,20/06/2016,25/08/2016,yellow-brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT69 5ZI
Pinebrook,10,female,Australian Cattle Dog,23/02/2016,21/08/2016,brown and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT63 3GM
Hazem,7,female,Maltese,23/08/2016,31/08/2016,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,garden,BT69 6RY
Lilyan,10,male,Golden Retriever,15/09/2016,17/09/2016,red and white,long,small,no,yes,yes,yes,yes,yes,yes,flat,BT5 7KF
Celesta,6,female,Airedale Terrier,16/07/2016,19/06/2016,brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT10 8YT
Thissa,4,female,Flat-Coated Retriever,13/06/2016,28/06/2016,brown,wirehaired,large,yes,yes,yes,yes,yes,yes,yes,garden,BT21 7HW
Nissensohn,7,male,St Bernard,01/07/2016,19/08/2016,black and brown,medium,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT40 1GJ
Brawley,17,male,Golden Retriever,10/07/2016,24/07/2016,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT2 4GS
Meridel,4,male,Basenji,26/07/2016,26/07/2016,black,medium,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT30 9JR
Marcelline,10,male,Finnish Lapphund,08/11/2015,21/08/2016,yellow-brown,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT66 7EI
Valenka,12,male,Poodle Miniature,03/06/2016,23/06/2016,saddle back,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,BT28 3HN
Guarino,9,female,Norwich Terrier,06/06/2016,12/06/2016,black,medium,medium,no,yes,yes,yes,yes,yes,yes,garden,BT74 1NI
Joete,5,male,Anatolian Shepherd Dog,01/05/2016,24/06/2016,black and tan,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT32 4UW
Servetnick,2,female,Norfolk Terrier,15/11/2015,04/07/2016,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT37 1GZ
Galasyn,3,male,Soft Coated Wheaten Terrier,04/03/2016,22/06/2016,black and tan,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,BT59 3MM
